caption_idx,image_idx,caption
844,168,A student practices bandaging up another student.
845,169,"An oriental looking girl in pink pants, sitting on a little stool, eating out of a takeout box."
846,169,A woman eating some food while sitting on a tiny stool next to a propane barbecue.
847,169,A woman is sitting on a tiny stool eating with chopsticks.
848,169,An Asian woman is sitting on a tiny stool eating a meal.
849,169,An Asian girl sits and eats a meal in front of a kiosk.
850,170,A girl in a purple coat on a red sled coasting down a snowy hill.
851,170,A young girl is sliding down a snow slope in a red sled.
852,170,Girl wearing purple jacket rides a red snow sled.
853,170,A child in purple winter gear is on a red sled.
854,170,A child is sledding on a red sled
855,171,Gray-haired man in black suit and yellow tie working in a financial environment.
856,171,A graying man in a suit is perplexed at a business meeting.
857,171,A man in a yellow tie is rubbing the back of his neck.
858,171,A businessman in a yellow tie gives a frustrated look.
859,171,A man with a yellow tie looks concerned.
860,172,Three men jump up for the ball in a sporting event as a crowd watches.
861,172,The rugby players are competing for the ball with onlookers nearby.
862,172,Three different men grabbing at one soccer ball during a game.
863,172,A couple of rugby players jumping in the air to get the ball.
864,172,A group of men jumping for a ball.
865,173,A few people sit out on rocks overlooking the water below.
866,173,Two people are sitting on a rock overlooking the river.
867,173,Two people sit on top of a cliff overlooking a river.
868,173,Two people sit upon large rocks next to a river.
869,173,A couple enjoys a quiet moment near the river.
870,174,A man in strange outfit sits in a lawn chair near a Ben and Jerry's stand.
871,174,A man is sitting in a chair in front of a Ben and Jerry's machine.
872,174,A very unusually dressed man sitting beside an ice cream cooler.
873,174,One person wearing a coat and hat sitting in a chair.
874,174,Man sitting in a chair wearing a hat and scarf.
875,175,A boy with a black shirt and white shorts on a bike is turning to look behind himself.
876,175,A boy stopped on his bike on a bike trail as a woman passes by
877,175,A young boy with a bicycle on a road going through a forest
878,175,A boy on his bike stops and looks back at the cameraman.
879,175,"A little boy posing on his bike, wearing a helmet."
880,176,A person in a white hooded shirt is sitting in a chair near a body of water and there are buildings in the background.
881,176,"One man, wearing a hooded sweatshirt, sitting at a fountain watching the people of the city."
882,176,A person wearing a white hoodie gazes across the water at the Washington Monument during dusk.
883,176,A person in a white sweatshirt is sitting in a chair near a pond and monument.
884,176,A man in a white hoodie relaxes in a chair by a fountain.
885,177,A young lady in her early twenties is sweeping the floor of her kitchen and smiling at the camera.
886,177,"A woman is mopping the kitchen floor in a brightly colored, old-fashioned kitchen."
887,177,A woman is looking into the camera while using a broom on a kitchen floor.
888,177,A busy woman quickly poses for a picture while mopping the kitchen.
889,177,Using a mop on a linoleum floor.
890,178,"On a street in England, people watch a construction vehicle work on the road."
891,178,A woman and child watching the construction machines across the road.
892,178,People are looking at construction being done in a town street.
893,178,The machine is digging a huge hole on the ground.
894,178,Construction work on a street corner.
895,179,A young man has his head inspected by the trunk of an elephant while other children wearing identical clothing watch.
896,179,Young Indian children in an old stone building watching an elephant who his touching one child on the head.
897,179,Indian man with elephant and group of indian children in temple.
898,179,An elephant hold his trunk to a boy's head while others watch.
899,179,An elephant is touching a young boys head.
900,180,The little girl is sitting on a small wicker chair wearing a cute yellow and white dress.
901,180,A small girl wearing a yellow dress rocking in a tiny white chair.
902,180,A toddler in a sundress sits in a miniature wicker rocking chair.
903,180,A little girl sitting in a small chair outdoors.
904,180,A little girls sits in a small chair outside.
905,181,"A group of people, some with white helmets and diving gear, and some in life preservers, carrying a gurney with a person on it."
906,181,A group of people work on the side of a large metal structure that is very blue on a cloudy day.
907,181,A crew is getting someone ready for bungee jumping.
908,181,Some men in black stand on a platform talking.
909,181,Paramedics are rescuing a man on a walkway.
910,182,A female gymnast is performing a pose that requires her right hand to be placed on the floor between her right knee and left foot.
911,182,A female dancer wearing a cobalt blue sleeved shirt and black leggings is practicing on a stage in front of a curtain.
912,182,A young lady is dressed in a blue top with black leotards and is in a dance pose.
913,182,Young lady during a performance of modern dance.
914,182,Lady doing yoga at a gym.
915,183,A man and a woman walk across an intersection on a sunny day.
916,183,A man and a woman are walking in the middle of a street.
917,183,A man and woman walk across an empty street.
918,183,Man and woman crossing the street at dusk.
919,183,A man and a woman are walking in a street.
920,184,A clean up crew working on a accident in the street.
921,184,"Workmen in orange clothes, repairing a street."
922,184,Sanitation workers in orange clean up a street.
923,184,Cleanup workers on cleaning on the road.
924,184,BSR trucks and machinery and workers.
925,185,"A woman with black pants, a pink long-sleeve shirt and a black purse is standing at Mud's food truck looking at the menu."
926,185,A woman in a pink shirt approaches a mobile coffee vendor.
927,185,A girl in pink stands in front of a Mud coffee truck.
928,185,Women in pink in front of an iced coffee drink truck.
929,185,A young woman is ordering from a red food truck.
930,186,A group of people walk down the street next to a bike lane.
931,186,Three people walk down a sidewalk on an empty city street.
932,186,Three women walking down a sidewalk in the early evening.
933,186,Three women walking down a sidewalk near a bistro.
934,186,Three people walking down a street together.
935,187,"A man in a yellow helmet climbs a cliff face, snow behind him."
936,187,A man leans back while climbing a mountain tethered to a rope.
937,187,Man with helmet rock climbing in a snowy area.
938,187,A man is climbing up a wall with a rope
939,187,He is rock climbing.
940,188,A woman in a black shirt and purple pants is bending over reaching into a dishwasher.
941,188,A woman is cleaning up by putting dishes in the dishwasher after making supper.
942,188,A woman bends over a full dishwasher in front of a counter of dirty dishes.
943,188,A woman is bending over her dishwasher in her kitchen.
944,188,A woman with a really dirty kitchen doing her dishes.
945,189,Group of people wearing white shirts and black pants dancing on a stage.
946,189,Three couples are dancing on stage with arms on each other's shoulders.
947,189,A group of people dance on stage in what appears to be river dancing.
948,189,Dancers in white tops and black pants perform on stage.
949,189,A group of people dancing on stage.
950,190,A man standing in front of a microphone with a brick wall at his back has his hand across his eyes.
951,190,A man in a brown coat covers his eyes while working with a flame.
952,190,A performer rubbing his eyes in front of a microphone.
953,190,A man holding a microphone and hand covering eyes
954,190,Man in dark shirt shielding his eyes.
955,191,"An older middle-aged man wearing a brown hat is strumming a guitar and singing into a microphone; his female companion is singing into a microphone and playing an instrument also, but the woman's instrument cannot be readily seen."
956,191,Two elderly people sing in microphones while playing instruments.
957,191,A couple of old people playing instruments and singing.
958,191,An older couple singing and playing the guitar.
959,191,Two musicians are playing music in a barn.
960,192,"A crowd of men, women, and children in middle eastern attire sit at tables in a conference hall."
961,192,Several women sitting at a table at a restaurant wearing Islamic headdresses.
962,192,A wedding reception decorated in white and gold contains a diverse crowd.
963,192,A crowd of people sit at round tables in a banquet hall.
964,192,Many people are seated in a well decorated hall.
965,193,There is a young child in play clothes playing with the sand using a plastic scoop and the calm water in the lake or ocean in the background.
966,193,A young girl scoops sand on a beach using a green toy shovel.
967,193,A little girl playing on the beach building a sand castle.
968,193,A cute child is playing in the sand at the beach
969,193,A Little Girl plays in the Sand on the Beach.
970,194,A young brown-haired girl is playing with a large green balloon in a cave.
971,194,A young girl in a pink shirt stretching to touch a green balloon.
972,194,A girl in a pink shirt looking at a green balloon.
973,194,A girl in a pink shirt playing with a green ball.
974,194,"Young, female child, playing with a balloon."
975,195,A woman is surprised to have her picture taken on this fall day outside Spaulding's women's store.
976,195,A young woman in jeans and a gray sweater walks on the sidewalk in a shopping district.
977,195,A woman posing for a picture while shopping.
978,195,Woman in front of clothing store.
979,195,The lady has a black sling bag.
980,196,"A person in a white shirt, black shorts, white knee socks and sneakers has just kicked a soccer ball toward the goal while the goalkeeper, in red, is anticipating the ball."
981,196,A man is kicking the soccer ball towards the goalie on a warm day.
982,196,A goalie braces himself for the ball that's coming his way.
983,196,A soccer player in white kicks the ball towards the goal.
984,196,Two guys playing soccer in the park.
985,197,Children playing with balloons and sitting atop a man dressed in a banana costume.
986,197,Four kids sit on the back of a guy in a banana suit while he does push ups.
987,197,A man in a banana custom is carrying four children on his back.
988,197,Children sit on top of somebody in a banana suit.
989,197,Kids are sitting on a man in a banana suit.
990,198,A girl in a green dress and pink jacket is running down a dusty path in a grassy park.
991,198,A little girl holding flowers is walking away down a path on a sunny day.
992,198,A girl wearing a pink sweater and green dress in walking down a path.
993,198,A little girl walking down the sidewalk.
994,198,A little girl is walking along a path.
995,199,"A group of people with hats and backpacks walk down a narrow road, surrounded by grass."
996,199,Four people walking outside wearing shorts and tennis shoes.
997,199,Four people are walking down a narrow street.
998,199,A group of 4 people are walking along a path.
999,199,Several people walking down a dirt road
1000,200,A female barista in a floral-print shirt carries a tray with espresso cups as a photographer captures the scene from the background.
1001,200,A blond girl in a light floral shirt carrying a black tray with 4 small cups.
1002,200,A blond woman in a floral shirt carries four white cups on a black tray.
1003,200,A blond woman is carrying a tray with four small white cups.
1004,200,A blond woman serves beverages at a venue
1005,201,"A woman is seen from above applying red nail polish to her toes, as they rest on a leather seat."
1006,201,A woman with brown hair is putting red polish on her toenail.
1007,201,A girl in pajama paints is painting her toenails red.
1008,201,A woman painting her toenails red on the couch
1009,201,Female painting her big toe.
1010,202,A woman on ice skates is being pulled by her dog she is holding with a leash.
1011,202,A girl on ice skates is walking her dog on a leash across the ice.
1012,202,A woman with a red hat is pulled by her dog on ice skates.
1013,202,Woman with a red hat ice skates and walks her dog.
1014,202,A woman is walking her dog along a snowy ground.
1015,203,A man sings into a microphone as another man plays electric bass behind him.
1016,203,A man in a black shirt is singing into a microphone.
1017,203,A man wearing a black shirt sings in a band.
1018,203,A man is singing into a microphone.
1019,203,A man singing into a microphone.
1020,204,A guy in swimming trunks flying on a rope swing above a lake.
1021,204,There is a man swinging off a rope swing into a lake.
1022,204,A man is rope-swinging off a tree into a lake.
1023,204,A man is swinging on a rope swing into a lake.
1024,204,A person uses a rope swing over the water.
1025,205,A policeman stands at the corner of an office building while keeping watch on a red fire hydrant.
1026,205,A police officer is standing outside against a wall with his head tilted to the side.
1027,205,A police officer is standing patrol at the corner near a red fire hydrant.
1028,205,A Police Officer is looking at the crack in the ground on a city corner.
1029,205,A police officer standing next to a building looking toward the ground.
1030,206,"A man is being held by two men wearing security uniforms, while standing outside in front of a sign advertising for Samsung."
1031,206,A man in a plaid shirt is hiding his face as his arms are being held behind him by a man in a black shirt.
1032,206,Two male security officers are restraining another man by the shoulders and arms.
1033,206,A guy is restrained by security in front of a Samsung bus stop advertisement.
1034,206,A man with short hair is apprehended and restrained on a street.
1035,207,A middle-aged security guard wearing a yellow vest is standing next to a car
1036,207,A policeman stand outside on the street with his hands in his pockets.
1037,207,A police officer wearing a neon colored vest standing in the street.
1038,207,Policeman with hands in his pockets with a yellow reflective vest
1039,207,A police officer is standing in a street.
1040,208,The people in winter clothing are getting ready to start skiing.
1041,208,Three men are standing outside on a snowy mountain.
1042,208,A group of friends are getting ready to go skiing.
1043,208,Three people in ski gear standing on a mountain.
1044,208,Three skiers are standing on a snowy hilltop.
1045,209,A woman dressed in patriotic colors rides a horse also dressed in patriotic colors in an indoor fenced dirt clearing while holding a large American flag.
1046,209,"A woman dressed in cowboy clothing, and her horse decorated in an American flag costume, ride around a large dirt indoor rink."
1047,209,A patriot dresses himself and his horse with the colors of the American flag for a flashy display.
1048,209,"Woman wearing USA colors, holding a USA Flag, riding a horse draped in the USA Flag in an arena."
1049,209,"Women riding a horse carrying the American flag, both rider and horse dressed patriotically."
1050,210,A small child in a red coat watches the fireplace display through the storefront window of a purse store.
1051,210,A small child in a red coat points to a handbag in a shop window.
1052,210,A child wearing a red coat is pointing into a Loewe store window.
1053,210,A little girl is looking at the window display of a store.
1054,210,A child is window shopping for a brown purse.
1055,211,"A young woman with brown hair is captured in profile with a delicate wreath of pink, white, and orange flowers crowning her head."
1056,211,A girl wearing a Hawaiian lei is looking at the city's wonderful sights.
1057,211,A brunette woman with a lei on her head sticking her tongue out.
1058,211,A woman wears a colorful lei on her head.
1059,211,A brunette with a lei around her head.
1060,212,Three young men are seated at a table playing a game of Monopoly while drinking sodas and one man is shoving the other away from him.
1061,212,Three young men playing a game of Monopoly in which two of them are physically arguing.
1062,212,"Three young men are playing monopoly together, and one is being pushed by the other."
1063,212,Three young men are playing around while playing Monopoly at a table.
1064,212,Three guys in jeans playing Monopoly at a table.
1065,213,A small white and brown dog is jumping over a horizontal pole.
1066,213,A brown and white dog is jumping over a yellow and red pole.
1067,213,A brown and white dog jumping over a red and yellow pole
1068,213,A brown and white dog is jumping a red and yellow pole.
1069,213,A brown and white dog is jumping over an obstacle
1070,214,A young girl wearing baggy clothing looks at a manikin from outside the store.
1071,214,The child is looking at a mannequin in a store window.
1072,214,A little girl is looking at a mannequin in a window.
1073,214,A blond child walks past a store window display.
1074,214,A little kid looking into a store.
1075,215,Three men wearing black jackets are talking to two ladies in tanks tops.
1076,215,Three men in dark jackets talk to women outside of a business.
1077,215,A group of people talking outside at night.
1078,215,A group of people are standing in a circle.
1079,215,A group of people outside hanging around.
1080,216,"Two women, one in a pink sweater and another with a green sweater are seated in a busy establishment."
1081,216,"Various people are depicted in a restaurant, both seated and standing."
1082,216,Two women sit next to each other at a table in a crowded restaurant.
1083,216,Two women sitting at a table in a restaurant.
1084,216,Two young women speak at a restaurant.
1085,217,A group of soldiers in uniform holding rifles marching down the street in front of McDonald's.
1086,217,Soldiers in gray and blue march down a wet sidewalk in front of a McDonald's restaurant.
1087,217,"A few men, dressed in military attire, is marching past a McDonald shop."
1088,217,A military presence is seen marching outside a McDonald's.
1089,217,A military group is marching in front of a McDonald's
1090,218,"Four rugby players from the white team and four rugby players from the blue team get involved in a tackle outside with two on the ground with the ball, two mid tackle and four finding their positioning."
1091,218,"Two teams, one in blue and once in white, are tackling each other to get control of the ball in this sports game."
1092,218,"6 guys, 3 from the white team and 3 from the blue and playing football."
1093,218,Two rugby teams are on the field chasing after a ball.
1094,218,A field of rugby players about to tackle.
1095,219,A basketball player for North Carolina moves with the ball in hand.
1096,219,A North Carolina basketball player dribbles the ball.
1097,219,A man in a blue jersey plays basketball.
1098,219,The basketball player holds the ball.
1099,219,A basketball player dribbles.
1100,220,Two people dressed in jackets are sitting outside of a restaurant with Union Market written on the awning.
1101,220,Three people dining while sitting outside at a table under a brown awning that reads Union Market.
1102,220,A market with a wooden lattice fence and a brown canopy sits amongst trees with golden leaves.
1103,220,People sit at the outdoor tables under a brown awning in a rural setting.
1104,220,People sit under a canopy on a fall day.
1105,221,A man and woman are kissing next to a train track.
1106,221,A couple kissing on the train station platform.
1107,221,A couple kissing next to the railroad tracks.
1108,221,A couple kisses beside train tracks.
1109,221,Guy and girl kiss at train station.
1110,222,Brown and black horse jumping while person in blue outfit and white cowboy hat lays on the ground
1111,222,A man wearing a white hat is being stomped by a brown horse.
1112,222,A cowboy in the dirt on the ground next to a horse.
1113,222,A cowboy falling off a bucking bronco at a rodeo.
1114,222,A rodeo rider is thrown from his bucking bronco.
1115,223,"Three people, two of them recognizable as men, walk a narrow path while outlined against a glorious amber sky."
1116,223,The sky glows a vivid yellow in the sun.
1117,223,Some men are walking during a sunset.
1118,223,Two men walking uphill into the sun.
1119,223,People silhouetted on rooftop.
1120,224,A man in jeans with white paint stains on them is standing on a short ladder working on the front of a store.
1121,224,A painter is standing on smaller silver ladder and there is another silver ladder close by.
1122,224,Man in black with one foot on top of a ladder and arms performing a task on a storefront.
1123,224,The store was open even though a man was working on the building.
1124,224,A man climbs a ladder in front of a store.
1125,225,"A woman is guiding something attached to a string into the air, and there is a green circle around the objects location."
1126,225,The green hula hoop soars through the air as the young lady watches for its landing.
1127,225,A young girl is throwing a hula hoop in a backyard on a sunny day.
1128,225,A girl tossing a hula hoop into the air in her yard.
1129,225,A young girl tosses a hula hoop in the air.
1130,226,"Three girls, outside on a lawn, pay attention to a small brown and white dog; the smallest girl, wearing a pink and white hat, has her hand on the back of the dogs neck."
1131,226,These three girls are wearing summer dresses and playing with the dog in the grass.
1132,226,Three young girls petting a small dog next to a building with statues.
1133,226,Children play with a small dog in the grass.
1134,226,Children playing with a dog outside.
1135,227,The large brown dog is running through shallow water.
1136,227,There is a chocolate brown dog running in water.
1137,227,A brown dog splashing through water.
1138,227,A dog is running through a pond
1139,227,A dog pounces into the water.
1140,228,Two men (one wearing a camouflage jacket and one wearing a black jacket) walking down the street talking and laughing.
1141,228,"A male African-American wearing jeans and a camouflage jacket, walks and laughs with another man."
1142,228,Two guys in coats laugh while walking down a street.
1143,228,Two joyful people are walking down the city street.
1144,228,Two men walking and smiling.
1145,229,"A brown dog bolts towards the camera, with his tongue out and mouth open."
1146,229,A brown dog runs over a dirt and grass background.
1147,229,The brown dog is running along a grassy pathway.
1148,229,A dog with its tongue out of its mouth.
1149,229,A dog running towards the camera
1150,230,A lady with blue jeans and a brown shirt is speaking on her cellphone on the second floor of the mall.
1151,230,A woman in blue jeans and a tan jacket talks on a cellphone on the upper floor of a metro station.
1152,230,A woman is speaking on her phone at a busy transportation station.
1153,230,A woman talking on a cellphone inside a large building complex.
1154,230,A smiling woman talks on a cellphone.
1155,231,A blond man is waiting at a pretzel and hotdog stand on the sidewalk as a yellow taxi passes by in New York City.
1156,231,A man examines the offerings from a hotdog stand on the street in front of a yellow cab.
1157,231,A man stands in front of snack cart awaiting his pretzel on a busy New York street.
1158,231,A pedestrian waiting for his purchase from a NYC street vendor.
1159,231,A man in a red sweater waits at a street food stand.
1160,232,A man wearing a black suit is surrounded by many people inside a building with busts of people on the wall.
1161,232,A very well dressed man standing in the middle of a room with lots of casually dressed people.
1162,232,"A young man in a suit standing out from the crowd, at what appears to be an art exhibition."
1163,232,A man in a black suit with a white bowtie standing in the middle of a crowded room.
1164,232,A person wearing a tuxedo is standing a floor with black and white squares.
1165,233,A red truck is parked next to a burning blue building while a man in a green vest runs toward it.
1166,233,A large blue building has black smoke billowing out and a fire engine sits in front.
1167,233,A blue building on fire with black smoke pouring out with a firetruck on the scene.
1168,233,A blue building has smoke pouring out while a firetruck sits in front of it.
1169,233,A man runs as a firetruck arrives to a fire.
1170,234,"The man is skiing down the steep, snowy white mountain with clouds in the background."
1171,234,A person skiing down a very large snow covered mountain.
1172,234,A skier is going down a huge snow covered slope.
1173,234,The skier is going down a large mountain.
1174,234,A skier skiing down a large mountain
1175,235,Three young males sit down on the floor with a view of the mountain and a communication tower in the background.
1176,235,Three young adults sit on the roof of a building overlooking some hills and a tower.
1177,235,Three children sitting against a railing that overlooks a town.
1178,235,Three young kids sitting by a beautiful view.
1179,235,Three people gathered on large balcony.
1180,236,A middle eastern man sells chicken from a street market booth.
1181,236,A middle eastern looking man weighing meat outdoors.
1182,236,A merchant in a brown jacket selling poultry.
1183,236,A man outside weighing poultry.
1184,236,Man with poultry on a table.
1185,237,A man in a black jersey has just head-butted a soccer ball towards a waiting group of players.
1186,237,A referee watches a player headbutting a soccer ball while four other players rush over.
1187,237,"A group of men playing soccer, most of them looking at one man in black."
1188,237,The two soccer teams watch as the ball flies towards the referee.
1189,237,Soccer players aggressively playing defense to prevent a score.
1190,238,A dog is running past a farm animal nearby a fence diving tall and short grass.
1191,238,The brown and white dog ran through the green grass.
1192,238,A dog running along beside a cow in a grassy field.
1193,238,A brown and white dog walks behind a brown cow.
1194,238,Dog and cow in field.
1195,239,"Twins dressed identically in purple and gold sweaters with gray pants and black shoes, holding on to each other."
1196,239,Two young boys wearing gray pants and purple sweaters are hugging each other.
1197,239,One boy in a purple sweater is hugging another boy in a purple sweater.
1198,239,Two boys in blue sweaters are embracing for a picture.
1199,239,This is two black children dressed the same hugging.
1200,240,A man looks down at a collection of glass-blown lamps and other small glass products.
1201,240,A man wearing a knit cap is standing behind a stand with light fixtures on it.
1202,240,A man stands behind some merchandise in an area with lots of candles.
1203,240,A collection of votive candles is on display.
1204,240,A man looks down at glass ornaments.
1205,241,A man is jumping with his body forward toward a photograph screen and a large photography light.
1206,241,There is a person in jeans and sneakers jumping off the ground towards a large white light.
1207,241,"A person falls through the air in a room, with a step ladder in it."
1208,241,A man jumps towards a light with a white tarp behind him.
1209,241,Person jumps toward light in photo studio.
1210,242,A red flower-box filled with green flowers lies on the stone windowsill behind iron grating along a side street.
1211,242,A group of buildings surrounding a street with people walking down it.
1212,242,Three people are pictured walking down and alleyway.
1213,242,An empty alleyway with blocked off windows.
1214,242,Some plants are growing near the window.
1215,243,"A lady posing in front of a camera is wearing jeans with her thumbs in each front pocket, while lady wearing a green shirt is watching from behind holding a drink and snack."
1216,243,A woman in a striped shirt smiles at the camera while another woman enjoys refreshments behind her.
1217,243,Two ladies one with her fingers in her pocket and the other with a drink in her hand at a party.
1218,243,A woman in a striped shirt posing for the camera while another woman holding a drink looks on.
1219,243,A woman poses for the camera in front of other people eating and drinking.
1220,244,Two dogs run and play together on a narrow dirt path in the middle of a field.
1221,244,Two dogs are running down a dirt path in a grassy field.
1222,244,A black dog and a brown dog run along a dirt path.
1223,244,Two dogs run through the grass outside.
1224,244,A black dog runs with a white dog
1225,245,A man and little boy posing for a photo with a beautiful waterfall in the background.
1226,245,A man and a boy posing together behind a fence and a gorgeous waterfall view.
1227,245,A man and a boy pose for a picture in a stairway overlooking a waterfall.
1228,245,An asian father and child stand in front of a large waterfall.
1229,245,Man and Boy pose for a photo near a waterfall.
1230,246,"A fairly large group of people are at a waterfront of some kind like a river with lots of rocks around them, bathing and gathering up some water."
1231,246,"Kids, toddlers and women taking a bath and washing clothes, probably near a riverbed and one girl is carrying a container of water."
1232,246,There are woman and children some standing some sitting on big rocks in the river.
1233,246,Women and children washing clothes by the river with green trees by the banks.
1234,246,Indigenous people sitting on rocks by a river.
1235,247,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table."
1236,247,"Two males, one who is wearing a black shirt and has dark hair and another who is wearing a pink and blue shirt are eating a meal."
1237,247,Two young men are sitting at a table to eat food.
1238,247,Two men are eating food in a cafeteria.
1239,247,2 guys are eating at a party.
1240,248,A brown dog wearing a collar is chasing and biting on a red broom.
1241,248,A tan dog bites on a broom as it moves over the brick floor.
1242,248,A dog biting the cleaning end of a broom.
1243,248,A tan dog chewing on a broom.
1244,248,A dog is biting a mop.
1245,249,Two smiling little girls playing in a fountain with other people.
1246,249,Two young girls are running through shallow water at a pool.
1247,249,Two young girls run through a pool while water sprays them.
1248,249,Two girls running through pool while water sprays over them
1249,249,Two girls run through a sprinkler in a pool.
1250,250,"Five white and white and brown, muzzled dogs run across a green, grassy lawn."
1251,250,Five white dogs with muzzles are running towards the camera.
1252,250,Five small white dogs are wearing muzzles and running.
1253,250,Little muzzled white dogs are running in the grass.
1254,250,Several dogs in muzzles are racing on the grass.
1255,251,The ice skater in a red white and blue outfit is skating with red goggles on.
1256,251,"A man in red, white and blue is ice skating in a rink."
1257,251,One person in blue leggings enjoying ice skating.
1258,251,A female ice skater glides on ice at an ice rink.
1259,251,Olympic speed skater on the ice.
1260,252,A young girl is cleaning a pair of boots on a rug inside a doorway.
1261,252,A little girl in a purple dress is cleaning some black boots.
1262,252,A blond little girl is playing with shoes.
1263,252,A child plays with her father's boots.
1264,252,A small girl shines her boots.
1265,253,A large group of men and woman all wearing red t-shirts participate in a race.
1266,253,There are hundreds of people with red shirts running a marathon.
1267,253,A crowd of people wearing red shirts runs along a city road.
1268,253,The people in orange t-shirts are jogging on the street.
1269,253,A group of people in red are running down the road.
1270,254,A woman cyclist in a shirt wearing a bike helmet waits with a child passenger at a stop with another woman cyclist wearing a blue shirt and black pants.
1271,254,Two people riding bicycles are stopped along with cars at an intersection after crossing the bridge in front of Marriott.
1272,254,Two bicyclists stop beside motor traffic at an intersection.
1273,254,Two people are riding their bikes in city traffic.
1274,254,Two women await a traffic light at the crosswalk.
1275,255,A man with a gray hair and wearing glasses is getting ready to shave a gray-haired man.
1276,255,A barber is putting a towel around an old man's neck before he shaves his beard.
1277,255,An older man gets ready to get his haircut at a barber.
1278,255,A man is about to give another a haircut in a barber.
1279,255,A barber prepares a customer for service.
1280,256,"A man wearing a Tibetan, red robe kneels before a group."
1281,256,The boy is sitting outside wearing red clothing.
1282,256,A young Asian boy dressed like a monk.
1283,256,A young man in a red robe is smiling.
1284,256,A young Buddhist monk is smiling.
1285,257,Two boys preparing to jump off a pier located on a large body of water.
1286,257,Two boys are climbing a wooden platform and jumping into a river.
1287,257,A boy jumping off of a dock while his friend watches
1288,257,Two children jump off the dock into the lake.
1289,257,Two boys jumping off the pier into the water.
1290,258,"A chef in a kitchen cuts a piece off of a large slab of rotating meat on a stick, probably lamb."
1291,258,A man in a white uniform with blue trim prepares food for serving.
1292,258,A man in a restaurant tends to the lamb meat.
1293,258,A man in a white uniform is preparing meat.
1294,258,A man in a chef's hat is preparing food.
1295,259,"Three people wearing orange jackets talk near train tracks, while other people work in the background."
1296,259,Workers in orange and silver vests and jackets stand near railroad tracks.
1297,259,Construction workers in neon orange vest and hard hats discussing.
1298,259,Train construction workers talking to each other during project.
1299,259,Construction workers are standing by a railway.
1300,260,"One person, smiling broadly, holds another person wearing a blue shirt; both are soaking wet, and it is nighttime."
1301,260,A smiling guy wearing glasses holds up another guy wearing a blue shirt and black pants outside.
1302,260,"A soaking wet man carrying his also wet friend in his arms, is laughing."
1303,260,One wet man wearing glasses and laughing is carrying another wet man.
1304,260,One male is holding up another male who is wet.
1305,261,A man in a yellow hard hat leans against a ledge and a man stands on scaffolding in the distance at a construction site.
1306,261,Two men in the construction industry are surveying their work space.
1307,261,A man with a yellow hat on is leaning on a wall of some sort.
1308,261,Construction worker looking over the job site.
1309,261,Two construction workers at a job site.
1310,262,A dark-skinned guy with a orange sweater over shoulder in front of a bunch of fruit in the street.
1311,262,People are trying to sell various items in a small village.
1312,262,A man trying to cross the street with a cart of fruit.
1313,262,A man tries to sell fruit in a busy street.
1314,262,A man sells goods in the street
1315,263,A man with glasses and no shirt looks in the mirror as he shaves.
1316,263,A naked man with glasses is shaving his face in his bathroom.
1317,263,A young shirtless man with glasses shaving in a mirror.
1318,263,A guy shaving his facial hair in the restroom.
1319,263,A man wearing glasses is shaving in a mirror.
1320,264,The skateboarder is leaping in the air in front of the telegraph pole.
1321,264,Skateboarder in jeans and t-shirt performing jump.
1322,264,A skateboarder in the air in front of wires.
1323,264,A skateboarder does a trick in midair.
1324,264,A skateboarder jumps into the air.
1325,265,"Five young boys, two in green jerseys, three in blue, are playing soccer in a field, with a chain link fence in the background."
1326,265,Several young people are playing with a ball outside.
1327,265,Five young children are engaged in a game of soccer.
1328,265,Five little boys playing soccer.
1329,265,Five young boys play soccer.
1330,266,Stacks of neatly folded clothing cover most of this floor while a woman with a beige shirt and jeans busily fills a suitcase.
1331,266,The blond woman is searching for medical supplies in a suitcase.
1332,266,A woman in jeans and a sweater is packing a rubber tote.
1333,266,A young woman packs belongings into a black suitcase.
1334,266,A lady is on the floor packing a suitcase.
1335,267,"Two professional soccer players compete in a stadium on AstroTurf during a soccer match, and one player is controlling the ball while the other is running after him trying to defend it."
1336,267,"Two athletes, one wearing purple and blue stripes and the other wearing blue and white stripes, are playing soccer on a field."
1337,267,"Two soccer players playing one running towards the other, the other one getting ready to kick the soccer ball."
1338,267,Two fellow soccer players are running towards the ball on a soccer field.
1339,267,Two professional soccer players are playing with a ball on the field.
1340,268,A man in a black outfit has stopped to look at a black computer on a counter of other computers.
1341,268,A young man in black casual clothes walks indoors past a row of computer monitors on.
1342,268,A man with black hair and glasses wearing black looking at a tv monitor.
1343,268,"The back of a man wearing all black, who is looking at a monitor."
1344,268,A man reads a placard on top of a monitor.
1345,269,A group of people in front of some tan colored tents from the american Parkinsons disease association.
1346,269,A crowd of people are standing in front of a tent for the American Parkinsons Disease Association.
1347,269,Passersby stop at a booth hosted by the American Parkinson Disease Association at a fair.
1348,269,"A lot of people gather together to get some free advice, and information."
1349,269,People surrounding an American Parkinson booth.
1350,270,"A young boy in plaid shorts is standing, watching performers on a stage at a sideshow."
1351,270,A sideshow barker on a small stage on the sidewalk trying to call in customers.
1352,270,A boy watches a street performance with his hands on his hips.
1353,270,A group of freaks standing on stage performing.
1354,270,A sidewalk sideshow performs for a little boy.
